id,y
0,0
1,0
2,2
3,0
4,2
5,0
6,3
7,0
8,0
9,0
10,0
11,0
12,2
13,0
14,0
15,0
16,0
17,0
18,0
19,1
20,2
21,2
22,0
23,2
24,0
25,0
26,0
27,0
28,0
29,2
30,0
31,0
32,0
33,0
34,2
35,2
36,0
37,0
38,0
39,0
40,0
41,2
42,2
43,0
44,0
45,0
46,0
47,0
48,0
49,2
50,0
51,0
52,2
53,2
54,0
55,0
56,0
57,0
58,0
59,2
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,2
70,0
71,0
72,2
73,0
74,2
75,0
76,2
77,2
78,0
79,2
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,3
89,0
90,2
91,0
92,3
93,0
94,2
95,0
96,0
97,2
98,1
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,2
111,0
112,0
113,0
114,0
115,0
116,1
117,0
118,2
119,2
120,2
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,1
133,0
134,0
135,0
136,0
137,3
138,0
139,0
140,2
141,2
142,0
143,0
144,0
145,1
146,3
147,0
148,0
149,0
150,0
151,2
152,2
153,0
154,3
155,0
156,0
157,0
158,0
159,0
160,0
161,3
162,0
163,0
164,3
165,0
166,2
167,0
168,2
169,0
170,1
171,0
172,2
173,0
174,2
175,0
176,0
177,1
178,0
179,0
180,0
181,3
182,2
183,2
184,0
185,0
186,0
187,0
188,2
189,0
190,2
191,0
192,0
193,0
194,0
195,0
196,3
197,0
198,0
199,0
200,3
201,0
202,0
203,2
204,2
205,2
206,0
207,0
208,0
209,0
210,2
211,0
212,0
213,0
214,0
215,0
216,2
217,0
218,1
219,0
220,0
221,0
222,0
223,3
224,0
225,0
226,2
227,0
228,0
229,0
230,0
231,0
232,2
233,1
234,0
235,0
236,2
237,0
238,2
239,0
240,0
241,0
242,0
243,2
244,0
245,0
246,0
247,1
248,0
249,0
250,0
251,3
252,2
253,0
254,0
255,0
256,0
257,0
258,0
259,2
260,0
261,0
262,0
263,0
264,0
265,0
266,2
267,2
268,0
269,2
270,0
271,0
272,3
273,0
274,0
275,0
276,0
277,2
278,0
279,0
280,0
281,0
282,0
283,0
284,0
285,1
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,2
301,0
302,0
303,0
304,0
305,2
306,0
307,0
308,1
309,0
310,0
311,0
312,2
313,0
314,3
315,1
316,0
317,2
318,0
319,0
320,0
321,0
322,0
323,2
324,0
325,0
326,0
327,0
328,1
329,0
330,0
331,0
332,2
333,0
334,2
335,0
336,0
337,2
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,2
346,0
347,0
348,2
349,0
350,0
351,0
352,0
353,0
354,2
355,2
356,2
357,0
358,0
359,0
360,0
361,0
362,0
363,0
364,0
365,1
366,0
367,0
368,0
369,0
370,0
371,2
372,2
373,0
374,0
375,0
376,0
377,0
378,0
379,2
380,0
381,0
382,0
383,2
384,0
385,0
386,0
387,2
388,0
389,0
390,0
391,0
392,0
393,2
394,3
395,0
396,0
397,2
398,0
399,0
400,0
401,1
402,0
403,0
404,0
405,0
406,2
407,0
408,0
409,0
410,2
411,0
412,0
413,0
414,0
415,2
416,0
417,0
418,0
419,0
420,2
421,3
422,0
423,2
424,2
425,2
426,0
427,0
428,0
429,0
430,3
431,2
432,0
433,0
434,0
435,0
436,0
437,0
438,3
439,2
440,0
441,0
442,2
443,2
444,0
445,0
446,0
447,0
448,0
449,2
450,0
451,0
452,2
453,0
454,2
455,0
456,0
457,0
458,2
459,0
460,0
461,3
462,0
463,2
464,0
465,0
466,0
467,0
468,2
469,0
470,2
471,0
472,0
473,2
474,3
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,2
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,2
493,0
494,0
495,2
496,0
497,2
498,0
499,0
500,0
501,1
502,2
503,0
504,0
505,2
506,0
507,2
508,1
509,0
510,0
511,0
512,1
513,0
514,0
515,0
516,0
517,2
518,2
519,2
520,0
521,2
522,0
523,0
524,0
525,2
526,2
527,0
528,0
529,0
530,0
531,0
532,3
